"ID";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact"
550;56;"services";"married";"secondary";"no";473;"yes";"no";"unknown"
16157;61;"technician";"married";"secondary";"no";50;"yes";"no";"cellular"
14571;40;"entrepreneur";"single";"secondary";"no";5;"no";"yes";"cellular"
12465;60;"retired";"married";"primary";"no";0;"no";"no";"unknown"
8004;50;"management";"married";"secondary";"no";628;"no";"yes";"unknown"
43788;52;"management";"married";"tertiary";"no";388;"no";"no";"cellular"
27307;36;"management";"married";"unknown";"no";1597;"yes";"no";"cellular"
19185;57;"retired";"married";"primary";"no";0;"no";"no";"cellular"
16318;48;"technician";"married";"secondary";"no";480;"no";"yes";"cellular"
905;33;"management";"married";"tertiary";"no";442;"yes";"no";"unknown"
27039;59;"retired";"married";"secondary";"no";2011;"no";"no";"cellular"
5797;55;"blue-collar";"married";"secondary";"no";-473;"yes";"no";"unknown"
16096;27;"services";"single";"secondary";"yes";-1;"no";"no";"cellular"
16683;51;"blue-collar";"married";"primary";"no";959;"no";"yes";"cellular"
32536;44;"admin.";"divorced";"secondary";"no";445;"yes";"no";"cellular"
30036;59;"retired";"divorced";"secondary";"no";479;"no";"no";"cellular"
17721;42;"entrepreneur";"married";"tertiary";"no";859;"no";"no";"cellular"
2938;41;"blue-collar";"married";"secondary";"no";235;"yes";"no";"unknown"
29866;75;"retired";"divorced";"primary";"no";3881;"yes";"no";"cellular"
40174;31;"admin.";"married";"secondary";"no";389;"yes";"no";"cellular"
38478;25;"admin.";"single";"secondary";"no";507;"yes";"no";"cellular"
33731;29;"management";"married";"tertiary";"no";482;"no";"no";"cellular"
19863;37;"management";"married";"tertiary";"no";3288;"no";"no";"cellular"
14394;57;"retired";"married";"secondary";"no";107;"no";"no";"cellular"
32940;53;"management";"married";"tertiary";"no";2124;"yes";"no";"cellular"
39774;45;"blue-collar";"married";"secondary";"no";1723;"no";"no";"cellular"
30458;35;"self-employed";"married";"tertiary";"no";137;"no";"no";"cellular"
10000;42;"technician";"married";"secondary";"no";8036;"no";"no";"unknown"
19365;36;"management";"married";"tertiary";"no";2660;"no";"no";"cellular"
34025;28;"management";"single";"tertiary";"no";1808;"no";"no";"cellular"
10430;39;"services";"married";"secondary";"no";2813;"no";"no";"unknown"
27539;49;"entrepreneur";"married";"tertiary";"no";763;"no";"no";"cellular"
40366;43;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular"
28370;31;"management";"married";"secondary";"no";678;"yes";"no";"cellular"
36599;40;"entrepreneur";"married";"tertiary";"no";1729;"yes";"no";"cellular"
9758;45;"retired";"divorced";"primary";"no";261;"no";"no";"unknown"
4984;31;"technician";"married";"tertiary";"no";1410;"yes";"no";"unknown"
18066;36;"admin.";"single";"secondary";"no";1328;"no";"no";"cellular"
18644;46;"management";"married";"unknown";"no";876;"yes";"no";"cellular"
41591;29;"management";"single";"unknown";"no";345;"no";"no";"cellular"
41780;74;"retired";"married";"tertiary";"no";1124;"no";"no";"telephone"
8358;47;"services";"married";"secondary";"no";344;"yes";"no";"unknown"
39939;39;"management";"single";"tertiary";"no";3797;"no";"no";"cellular"
16854;49;"blue-collar";"married";"secondary";"no";233;"yes";"no";"cellular"
26924;30;"admin.";"single";"secondary";"no";910;"no";"no";"cellular"
24717;42;"technician";"married";"secondary";"no";525;"no";"no";"cellular"
13107;55;"retired";"married";"tertiary";"no";197;"no";"yes";"cellular"
7484;30;"services";"divorced";"secondary";"no";63;"yes";"no";"unknown"
5373;43;"technician";"divorced";"secondary";"no";353;"yes";"no";"unknown"
2820;40;"management";"married";"tertiary";"no";413;"yes";"no";"unknown"
12169;46;"blue-collar";"married";"secondary";"no";2944;"no";"no";"unknown"
19317;41;"management";"married";"secondary";"no";501;"no";"no";"cellular"
43855;32;"management";"married";"tertiary";"no";1402;"no";"no";"unknown"
43942;24;"technician";"single";"secondary";"no";403;"no";"no";"unknown"
18188;58;"technician";"married";"secondary";"no";86;"no";"no";"cellular"
24082;57;"unknown";"married";"unknown";"no";19268;"no";"no";"unknown"
33045;33;"blue-collar";"single";"secondary";"no";476;"yes";"yes";"cellular"
4583;33;"blue-collar";"married";"secondary";"no";3259;"yes";"no";"unknown"
23032;42;"management";"married";"tertiary";"no";154;"no";"no";"cellular"
32737;35;"management";"single";"tertiary";"no";397;"yes";"no";"cellular"
6659;28;"services";"single";"secondary";"no";2921;"yes";"no";"unknown"
27418;57;"unemployed";"married";"primary";"no";3367;"no";"no";"telephone"
170;50;"blue-collar";"married";"primary";"no";0;"no";"no";"unknown"
35010;29;"blue-collar";"single";"secondary";"no";114;"yes";"no";"cellular"
10526;44;"management";"married";"unknown";"no";2982;"no";"no";"unknown"
2000;28;"admin.";"married";"secondary";"no";2;"yes";"no";"unknown"
39583;34;"technician";"married";"tertiary";"no";23076;"no";"no";"cellular"
38456;52;"blue-collar";"married";"primary";"no";2396;"yes";"no";"cellular"
19234;38;"management";"married";"tertiary";"no";184;"no";"no";"cellular"
11117;60;"retired";"married";"primary";"no";0;"no";"no";"unknown"
13093;55;"management";"married";"secondary";"no";51;"no";"no";"cellular"
20495;30;"management";"single";"tertiary";"no";443;"yes";"yes";"cellular"
7407;37;"technician";"married";"tertiary";"no";472;"yes";"no";"unknown"
388;32;"unemployed";"married";"secondary";"no";10;"yes";"no";"unknown"
4480;39;"retired";"married";"secondary";"no";439;"no";"no";"unknown"
30674;50;"technician";"divorced";"tertiary";"no";-1455;"yes";"yes";"cellular"
3250;47;"management";"married";"primary";"no";52;"yes";"yes";"unknown"
13813;35;"admin.";"married";"secondary";"no";-428;"yes";"yes";"cellular"
28626;28;"services";"single";"secondary";"no";298;"no";"no";"cellular"
10007;25;"admin.";"single";"secondary";"no";66;"yes";"no";"unknown"
11894;37;"technician";"married";"secondary";"no";3728;"no";"no";"unknown"
19782;31;"technician";"married";"secondary";"no";659;"yes";"no";"cellular"
39502;37;"management";"married";"tertiary";"no";900;"yes";"no";"cellular"
34172;27;"admin.";"married";"tertiary";"no";73;"no";"no";"cellular"
7922;27;"blue-collar";"single";"secondary";"no";5563;"yes";"no";"unknown"
11418;41;"unemployed";"married";"primary";"no";2636;"no";"no";"unknown"
3449;46;"self-employed";"single";"tertiary";"no";1934;"yes";"no";"unknown"
939;27;"management";"single";"tertiary";"no";134;"yes";"yes";"unknown"
44093;48;"management";"single";"tertiary";"no";159;"no";"no";"telephone"
2846;59;"retired";"married";"secondary";"no";1521;"yes";"yes";"unknown"
22695;49;"admin.";"married";"secondary";"no";635;"no";"no";"cellular"
10671;37;"admin.";"single";"tertiary";"no";12581;"no";"no";"unknown"
11348;57;"housemaid";"divorced";"primary";"no";7451;"no";"no";"unknown"
40145;59;"retired";"married";"primary";"no";0;"no";"no";"cellular"
10073;50;"blue-collar";"married";"primary";"no";811;"no";"no";"unknown"
33488;45;"admin.";"married";"unknown";"no";13562;"yes";"no";"telephone"
14129;56;"management";"married";"tertiary";"no";-762;"yes";"yes";"cellular"
41;44;"services";"divorced";"secondary";"no";2586;"yes";"no";"unknown"
9058;41;"admin.";"single";"secondary";"no";2790;"yes";"no";"unknown"
2117;40;"blue-collar";"divorced";"primary";"no";737;"yes";"yes";"unknown"
16966;59;"retired";"married";"primary";"no";-182;"no";"yes";"cellular"
35767;38;"admin.";"divorced";"secondary";"no";258;"yes";"no";"cellular"
35985;44;"technician";"single";"secondary";"no";140;"yes";"no";"cellular"
25549;31;"technician";"single";"tertiary";"no";1881;"no";"no";"cellular"
8244;33;"services";"single";"secondary";"no";245;"yes";"no";"unknown"
35622;40;"admin.";"divorced";"unknown";"no";64;"yes";"no";"cellular"
24745;49;"technician";"married";"unknown";"no";323;"yes";"no";"cellular"
40889;32;"management";"married";"tertiary";"no";1331;"no";"no";"cellular"
19041;52;"admin.";"married";"primary";"no";813;"no";"yes";"cellular"
4063;46;"management";"married";"primary";"no";357;"yes";"yes";"unknown"
1314;34;"technician";"married";"secondary";"no";65;"yes";"no";"unknown"
6352;44;"services";"married";"secondary";"no";-230;"yes";"yes";"unknown"
18462;36;"technician";"divorced";"tertiary";"no";1023;"yes";"no";"cellular"
8046;34;"admin.";"married";"secondary";"no";3487;"yes";"no";"unknown"
14476;37;"services";"married";"secondary";"no";0;"yes";"no";"cellular"
9636;46;"housemaid";"married";"primary";"no";1676;"no";"no";"unknown"
13466;36;"technician";"married";"tertiary";"no";3043;"yes";"no";"cellular"
45207;51;"technician";"married";"tertiary";"no";825;"no";"no";"cellular"
1427;32;"management";"married";"tertiary";"no";644;"yes";"yes";"unknown"
22195;37;"management";"married";"tertiary";"no";727;"no";"no";"cellular"
6382;38;"blue-collar";"married";"secondary";"no";-220;"yes";"no";"unknown"
17347;29;"services";"single";"secondary";"no";209;"yes";"no";"cellular"
3174;44;"blue-collar";"married";"primary";"no";3407;"yes";"no";"unknown"
16833;41;"services";"divorced";"secondary";"no";1838;"yes";"yes";"telephone"
22261;49;"services";"married";"secondary";"no";400;"no";"no";"cellular"
40190;36;"management";"married";"tertiary";"no";361;"no";"no";"cellular"
35009;33;"blue-collar";"married";"primary";"yes";-542;"yes";"no";"cellular"
20674;59;"admin.";"married";"tertiary";"no";349;"no";"no";"cellular"
15006;34;"blue-collar";"married";"secondary";"no";808;"yes";"yes";"cellular"
27888;51;"admin.";"married";"secondary";"no";176;"no";"no";"cellular"
8764;35;"management";"married";"tertiary";"no";5057;"yes";"no";"unknown"
44115;38;"admin.";"married";"secondary";"no";1767;"yes";"no";"cellular"
42097;57;"management";"married";"tertiary";"no";1832;"yes";"no";"cellular"
4854;26;"blue-collar";"married";"primary";"no";0;"yes";"no";"unknown"
6758;32;"management";"married";"tertiary";"no";514;"yes";"no";"unknown"
34153;35;"admin.";"married";"tertiary";"no";286;"no";"no";"cellular"
19844;34;"management";"married";"tertiary";"no";1352;"no";"no";"cellular"
31546;30;"blue-collar";"single";"secondary";"no";148;"no";"no";"cellular"
23009;55;"blue-collar";"married";"secondary";"no";630;"no";"no";"cellular"
48;44;"technician";"married";"secondary";"no";0;"yes";"no";"unknown"
22022;51;"management";"married";"tertiary";"no";7631;"no";"no";"cellular"
43232;37;"management";"married";"tertiary";"no";6771;"no";"no";"cellular"
23626;34;"technician";"married";"secondary";"no";0;"no";"no";"cellular"
13806;45;"admin.";"single";"secondary";"no";205;"no";"yes";"cellular"
25570;35;"management";"divorced";"tertiary";"no";771;"yes";"yes";"cellular"
31627;33;"technician";"single";"tertiary";"no";127;"yes";"no";"cellular"
36433;47;"technician";"divorced";"tertiary";"no";694;"yes";"no";"cellular"
5281;31;"services";"married";"secondary";"no";1273;"yes";"no";"unknown"
21471;31;"housemaid";"married";"primary";"no";979;"no";"yes";"cellular"
14915;43;"retired";"married";"secondary";"no";808;"no";"no";"cellular"
22167;36;"admin.";"single";"secondary";"no";8;"no";"no";"cellular"
39878;38;"self-employed";"married";"tertiary";"no";846;"no";"no";"cellular"
11995;57;"blue-collar";"married";"primary";"no";1592;"no";"yes";"unknown"
21231;60;"housemaid";"married";"unknown";"no";5421;"no";"no";"cellular"
22682;33;"technician";"single";"secondary";"no";161;"no";"no";"cellular"
10868;47;"unknown";"married";"unknown";"no";1728;"no";"no";"unknown"
10530;51;"services";"married";"primary";"no";294;"no";"no";"unknown"
7703;41;"entrepreneur";"married";"primary";"no";740;"yes";"no";"unknown"
37102;38;"blue-collar";"married";"primary";"no";447;"yes";"no";"cellular"
27678;36;"blue-collar";"married";"tertiary";"yes";-530;"yes";"no";"cellular"
18668;36;"management";"single";"tertiary";"no";62;"no";"no";"telephone"
38711;43;"blue-collar";"married";"primary";"no";46;"yes";"no";"cellular"
39426;28;"technician";"single";"secondary";"no";1532;"no";"no";"cellular"
35709;58;"technician";"married";"secondary";"no";950;"yes";"no";"cellular"
30055;37;"unemployed";"single";"secondary";"no";687;"no";"no";"telephone"
41485;70;"retired";"divorced";"secondary";"no";0;"no";"no";"cellular"
6500;39;"management";"married";"tertiary";"no";-342;"yes";"no";"unknown"
12995;43;"entrepreneur";"single";"tertiary";"no";42;"no";"no";"cellular"
962;57;"retired";"married";"tertiary";"no";906;"yes";"no";"unknown"
21383;52;"management";"married";"tertiary";"no";1134;"yes";"no";"cellular"
40474;36;"admin.";"divorced";"secondary";"no";592;"no";"no";"cellular"
6295;28;"student";"single";"tertiary";"no";737;"yes";"no";"unknown"
14768;51;"blue-collar";"married";"primary";"no";-11;"no";"no";"telephone"
11030;53;"retired";"married";"primary";"no";232;"yes";"yes";"unknown"
43033;38;"services";"married";"secondary";"no";775;"no";"no";"cellular"
19916;57;"admin.";"married";"secondary";"no";3242;"no";"no";"cellular"
18575;41;"management";"married";"tertiary";"yes";-1176;"yes";"yes";"cellular"
22150;33;"management";"married";"tertiary";"no";150;"no";"no";"cellular"
33304;57;"retired";"married";"primary";"no";2961;"no";"no";"cellular"
38408;30;"management";"single";"tertiary";"no";1692;"yes";"no";"cellular"
30095;54;"management";"divorced";"tertiary";"no";427;"yes";"yes";"cellular"
26828;35;"management";"married";"tertiary";"no";0;"yes";"no";"cellular"
2700;35;"blue-collar";"married";"primary";"no";11;"yes";"no";"unknown"
42358;31;"management";"single";"tertiary";"no";9421;"no";"no";"cellular"
44545;55;"unknown";"married";"secondary";"no";2206;"no";"no";"cellular"
5061;34;"management";"single";"tertiary";"no";2412;"yes";"no";"unknown"
18703;48;"technician";"married";"secondary";"no";10655;"no";"no";"telephone"
20883;48;"admin.";"divorced";"secondary";"no";362;"no";"no";"cellular"
35349;41;"housemaid";"married";"primary";"no";322;"no";"no";"cellular"
21325;31;"technician";"single";"secondary";"no";0;"no";"no";"cellular"
35279;30;"services";"single";"secondary";"no";-271;"yes";"no";"cellular"
40528;52;"technician";"married";"tertiary";"no";523;"yes";"yes";"cellular"
19200;44;"technician";"married";"secondary";"no";3444;"no";"no";"cellular"
22969;51;"blue-collar";"married";"primary";"no";176;"no";"yes";"cellular"
27420;52;"management";"married";"tertiary";"no";1065;"yes";"yes";"cellular"
10517;45;"management";"married";"tertiary";"no";1493;"no";"no";"unknown"
40461;64;"retired";"divorced";"tertiary";"no";890;"no";"no";"cellular"
30235;42;"blue-collar";"married";"primary";"no";1520;"yes";"no";"cellular"
1494;38;"blue-collar";"married";"primary";"no";362;"yes";"no";"unknown"
20586;31;"management";"single";"tertiary";"no";350;"yes";"no";"cellular"
31838;27;"student";"single";"secondary";"no";2614;"no";"no";"cellular"
36236;29;"services";"single";"secondary";"no";31;"yes";"no";"cellular"
28604;33;"admin.";"single";"secondary";"no";303;"no";"no";"cellular"
13764;31;"housemaid";"married";"secondary";"no";12;"yes";"no";"cellular"
41004;35;"technician";"married";"secondary";"no";1368;"no";"no";"cellular"
4436;29;"technician";"married";"tertiary";"no";43;"yes";"no";"unknown"
18113;44;"unknown";"single";"secondary";"no";2023;"no";"no";"cellular"
37809;44;"housemaid";"married";"primary";"no";1342;"yes";"yes";"telephone"
239;44;"admin.";"divorced";"secondary";"no";66;"yes";"no";"unknown"
14141;58;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular"
12849;30;"blue-collar";"single";"secondary";"no";-42;"no";"no";"cellular"
35091;31;"services";"married";"secondary";"no";-414;"yes";"no";"cellular"
11323;57;"unknown";"divorced";"unknown";"no";4244;"no";"no";"unknown"
27027;35;"unemployed";"married";"secondary";"yes";1054;"yes";"yes";"cellular"
31068;27;"admin.";"single";"tertiary";"no";4991;"yes";"no";"cellular"
44083;32;"management";"single";"tertiary";"no";623;"no";"no";"cellular"
34849;43;"management";"married";"primary";"no";88;"no";"yes";"cellular"
20162;36;"management";"single";"tertiary";"no";0;"no";"no";"cellular"
27199;35;"blue-collar";"married";"secondary";"no";80;"yes";"yes";"cellular"
42091;51;"unknown";"married";"unknown";"no";1585;"no";"no";"telephone"
16406;52;"admin.";"married";"secondary";"no";3703;"yes";"no";"cellular"
9659;39;"blue-collar";"married";"secondary";"no";497;"no";"no";"unknown"
32769;30;"blue-collar";"married";"secondary";"no";246;"yes";"no";"cellular"
4433;38;"self-employed";"married";"secondary";"no";736;"yes";"no";"unknown"
31427;33;"management";"single";"tertiary";"no";215;"yes";"no";"cellular"
44292;28;"admin.";"single";"tertiary";"no";313;"no";"yes";"cellular"
29333;28;"technician";"single";"tertiary";"no";172;"yes";"yes";"cellular"
41136;30;"student";"single";"secondary";"no";48;"no";"no";"cellular"
1959;32;"admin.";"divorced";"secondary";"no";43;"yes";"no";"unknown"
19919;45;"management";"married";"tertiary";"no";4877;"yes";"no";"cellular"
24702;56;"management";"single";"tertiary";"no";1092;"yes";"yes";"cellular"
44424;42;"admin.";"married";"secondary";"no";641;"no";"no";"cellular"
10326;48;"technician";"married";"unknown";"no";74;"no";"no";"unknown"
9480;35;"blue-collar";"single";"unknown";"no";871;"yes";"no";"unknown"
9004;49;"entrepreneur";"married";"tertiary";"no";9824;"no";"no";"unknown"
20140;39;"technician";"married";"secondary";"no";394;"no";"no";"cellular"
39636;28;"admin.";"married";"secondary";"no";0;"yes";"yes";"cellular"
12070;53;"self-employed";"divorced";"secondary";"no";1287;"no";"no";"unknown"
33336;45;"blue-collar";"married";"primary";"yes";-443;"yes";"yes";"cellular"
16894;32;"blue-collar";"married";"secondary";"yes";-49;"yes";"no";"cellular"
30489;64;"management";"married";"tertiary";"no";6251;"no";"no";"telephone"
26588;30;"services";"married";"secondary";"no";10667;"no";"no";"cellular"
33867;35;"technician";"married";"secondary";"no";35;"yes";"no";"cellular"
13283;28;"technician";"single";"secondary";"no";31;"no";"no";"cellular"
9560;49;"blue-collar";"married";"primary";"no";4830;"yes";"no";"unknown"
26848;33;"admin.";"single";"tertiary";"no";3379;"no";"no";"cellular"
22846;33;"management";"married";"tertiary";"no";130;"no";"no";"cellular"
11402;58;"retired";"married";"tertiary";"no";5087;"no";"no";"unknown"
38149;30;"services";"single";"secondary";"no";-143;"yes";"no";"cellular"
35830;45;"blue-collar";"married";"secondary";"no";247;"yes";"no";"cellular"
7711;51;"management";"married";"tertiary";"no";0;"yes";"no";"unknown"
22811;48;"blue-collar";"married";"primary";"no";193;"no";"yes";"cellular"
5063;36;"admin.";"divorced";"secondary";"no";775;"yes";"no";"unknown"
25865;49;"admin.";"married";"secondary";"no";1697;"yes";"no";"cellular"
13859;33;"blue-collar";"single";"secondary";"no";-84;"no";"no";"cellular"
8271;53;"blue-collar";"married";"secondary";"no";-711;"yes";"no";"unknown"
18773;36;"management";"married";"tertiary";"no";1594;"yes";"no";"cellular"
17000;32;"admin.";"married";"secondary";"no";2;"yes";"no";"cellular"
28228;31;"admin.";"single";"secondary";"no";547;"yes";"no";"cellular"
37781;34;"management";"married";"tertiary";"no";273;"yes";"no";"cellular"
1480;30;"services";"married";"secondary";"no";80;"yes";"no";"unknown"
17250;38;"management";"married";"secondary";"no";1066;"yes";"no";"cellular"
9367;37;"self-employed";"single";"tertiary";"no";984;"no";"no";"unknown"
44863;54;"services";"single";"secondary";"no";0;"no";"no";"cellular"
25149;34;"management";"married";"tertiary";"no";11;"yes";"no";"cellular"
29648;37;"unemployed";"married";"secondary";"no";80;"no";"no";"cellular"
6180;34;"blue-collar";"married";"secondary";"no";-61;"yes";"no";"unknown"
4858;34;"blue-collar";"married";"secondary";"no";405;"yes";"no";"unknown"
7768;35;"blue-collar";"married";"secondary";"no";698;"yes";"yes";"unknown"
595;55;"services";"divorced";"secondary";"no";141;"yes";"no";"unknown"
18615;44;"admin.";"married";"secondary";"no";598;"no";"no";"cellular"
44250;35;"admin.";"single";"secondary";"no";321;"no";"no";"cellular"
21549;49;"technician";"married";"secondary";"no";412;"no";"no";"cellular"
33234;35;"blue-collar";"married";"secondary";"no";360;"yes";"no";"telephone"
26422;31;"self-employed";"single";"secondary";"no";1086;"no";"no";"cellular"
15350;45;"admin.";"married";"secondary";"no";373;"no";"yes";"cellular"
22849;36;"management";"single";"tertiary";"no";1841;"yes";"no";"cellular"
9086;31;"blue-collar";"married";"secondary";"no";1779;"yes";"no";"unknown"
1446;58;"self-employed";"divorced";"secondary";"no";613;"yes";"no";"unknown"
9804;44;"technician";"married";"secondary";"no";11016;"no";"no";"unknown"
15036;46;"entrepreneur";"married";"secondary";"no";294;"yes";"no";"cellular"
37107;38;"blue-collar";"married";"primary";"no";1852;"yes";"no";"cellular"
34507;59;"admin.";"divorced";"primary";"no";191;"yes";"no";"cellular"
42318;21;"student";"single";"secondary";"no";347;"no";"no";"cellular"
42293;58;"admin.";"married";"secondary";"no";169;"no";"no";"cellular"
29854;29;"management";"married";"tertiary";"no";1441;"yes";"no";"cellular"
9996;49;"housemaid";"married";"primary";"no";3376;"no";"no";"unknown"
21242;45;"blue-collar";"married";"primary";"no";419;"no";"no";"cellular"
20171;30;"management";"single";"secondary";"no";0;"no";"no";"cellular"
13831;47;"technician";"married";"secondary";"no";2246;"yes";"no";"cellular"
13950;34;"services";"married";"secondary";"no";80;"no";"yes";"cellular"
19927;49;"management";"divorced";"tertiary";"no";10;"no";"no";"cellular"
39096;29;"services";"single";"secondary";"no";40;"yes";"no";"cellular"
34249;49;"management";"married";"tertiary";"no";1;"yes";"no";"cellular"
1608;32;"admin.";"divorced";"secondary";"no";281;"yes";"no";"unknown"
41413;51;"management";"married";"tertiary";"no";994;"no";"no";"cellular"
24400;47;"management";"married";"tertiary";"no";2919;"yes";"no";"cellular"
40399;33;"technician";"single";"tertiary";"no";6281;"yes";"no";"cellular"
3520;41;"blue-collar";"married";"primary";"no";2453;"yes";"no";"unknown"
11057;36;"services";"married";"secondary";"no";1981;"no";"no";"unknown"
36081;36;"blue-collar";"divorced";"primary";"no";666;"yes";"no";"cellular"
43143;71;"entrepreneur";"married";"tertiary";"no";15265;"no";"no";"cellular"
7536;40;"blue-collar";"divorced";"primary";"no";548;"yes";"yes";"unknown"
39787;49;"admin.";"married";"secondary";"no";0;"no";"no";"cellular"
32175;31;"admin.";"single";"secondary";"no";430;"yes";"no";"cellular"
33921;58;"management";"divorced";"tertiary";"no";5701;"no";"no";"cellular"
31243;46;"management";"married";"tertiary";"no";0;"no";"no";"cellular"
18758;35;"services";"married";"secondary";"no";377;"no";"yes";"cellular"
21567;60;"technician";"married";"secondary";"no";-410;"no";"no";"cellular"
36420;25;"student";"single";"primary";"no";373;"yes";"no";"cellular"
20664;48;"services";"married";"secondary";"no";1355;"no";"no";"cellular"
22155;42;"technician";"single";"secondary";"no";0;"no";"no";"cellular"
21461;49;"services";"married";"tertiary";"no";306;"yes";"no";"cellular"
11906;45;"unemployed";"divorced";"secondary";"no";5163;"no";"no";"unknown"
18472;47;"management";"married";"tertiary";"no";2597;"no";"no";"cellular"
11046;43;"technician";"married";"secondary";"no";236;"no";"no";"unknown"
13959;46;"blue-collar";"married";"primary";"no";44;"no";"yes";"cellular"
3301;44;"blue-collar";"married";"unknown";"no";146;"yes";"no";"unknown"
41141;35;"management";"divorced";"tertiary";"no";3751;"yes";"no";"cellular"
4923;31;"blue-collar";"married";"secondary";"no";932;"yes";"no";"unknown"
18551;53;"blue-collar";"married";"secondary";"no";0;"no";"no";"telephone"
31637;32;"services";"married";"secondary";"no";393;"no";"no";"cellular"
40335;30;"management";"single";"tertiary";"no";8535;"no";"no";"cellular"
10938;33;"self-employed";"divorced";"secondary";"no";969;"yes";"no";"unknown"
24843;55;"blue-collar";"married";"secondary";"no";1164;"no";"no";"cellular"
8162;35;"blue-collar";"married";"secondary";"no";26;"yes";"no";"unknown"
11927;40;"services";"married";"primary";"no";258;"no";"no";"unknown"
45015;36;"blue-collar";"single";"tertiary";"no";1830;"no";"no";"cellular"
6904;32;"admin.";"married";"tertiary";"no";-421;"yes";"yes";"unknown"
9169;38;"services";"single";"tertiary";"no";1222;"yes";"no";"unknown"
41260;40;"management";"single";"tertiary";"no";0;"yes";"no";"cellular"
39988;38;"technician";"married";"tertiary";"no";34;"no";"yes";"cellular"
37161;34;"blue-collar";"single";"secondary";"no";2764;"yes";"no";"cellular"
14055;34;"management";"single";"tertiary";"no";1049;"yes";"no";"cellular"
10912;35;"technician";"married";"secondary";"no";1255;"no";"no";"unknown"
34686;40;"management";"single";"secondary";"no";906;"yes";"no";"cellular"
28400;46;"retired";"married";"primary";"no";270;"yes";"yes";"cellular"
41774;39;"technician";"divorced";"secondary";"no";385;"no";"no";"cellular"
2575;41;"technician";"single";"unknown";"no";356;"yes";"no";"unknown"
4554;60;"management";"married";"tertiary";"no";328;"yes";"no";"unknown"
29823;32;"technician";"single";"tertiary";"no";1246;"yes";"no";"cellular"
3264;58;"technician";"married";"secondary";"no";5618;"yes";"no";"unknown"
29209;33;"admin.";"married";"secondary";"no";3519;"no";"no";"cellular"
43161;56;"technician";"married";"secondary";"no";1938;"no";"yes";"cellular"
16642;28;"admin.";"single";"secondary";"no";2;"yes";"no";"cellular"
18730;57;"technician";"divorced";"tertiary";"no";0;"yes";"no";"cellular"
13670;31;"management";"single";"tertiary";"no";409;"no";"yes";"cellular"
40793;73;"management";"married";"secondary";"no";683;"no";"no";"telephone"
8457;44;"technician";"married";"secondary";"no";497;"yes";"no";"unknown"
13597;30;"admin.";"married";"secondary";"no";350;"no";"yes";"cellular"
1216;46;"blue-collar";"married";"primary";"no";45;"yes";"no";"unknown"
44349;49;"retired";"married";"primary";"no";18;"no";"no";"unknown"
15121;42;"management";"married";"tertiary";"no";4;"yes";"no";"cellular"
34566;31;"blue-collar";"single";"secondary";"no";196;"yes";"no";"cellular"
40949;45;"unemployed";"divorced";"primary";"yes";11;"no";"no";"cellular"
37030;46;"blue-collar";"married";"primary";"no";512;"no";"no";"telephone"
26727;34;"management";"married";"tertiary";"no";1433;"no";"no";"cellular"
31477;46;"management";"divorced";"tertiary";"no";507;"yes";"no";"cellular"
9932;41;"unemployed";"married";"tertiary";"no";1666;"no";"no";"unknown"
16809;40;"self-employed";"married";"tertiary";"no";191;"yes";"no";"cellular"
4837;38;"management";"married";"unknown";"no";546;"yes";"no";"unknown"
21475;42;"management";"married";"tertiary";"no";3038;"no";"no";"cellular"
34964;30;"technician";"single";"tertiary";"no";3;"yes";"no";"cellular"
18435;46;"services";"married";"secondary";"no";-522;"yes";"no";"cellular"
37332;32;"management";"divorced";"tertiary";"no";1804;"yes";"no";"cellular"
306;50;"technician";"married";"secondary";"no";1234;"yes";"no";"unknown"
30987;37;"unemployed";"married";"secondary";"no";356;"no";"no";"cellular"
33316;33;"technician";"single";"secondary";"no";151;"yes";"no";"cellular"
23250;58;"retired";"married";"primary";"no";-102;"yes";"yes";"cellular"
18222;54;"technician";"single";"secondary";"no";23;"no";"no";"cellular"
4721;49;"technician";"single";"secondary";"no";0;"yes";"no";"unknown"
43280;33;"self-employed";"married";"tertiary";"no";1676;"yes";"no";"cellular"
19835;41;"self-employed";"married";"secondary";"no";0;"no";"no";"cellular"
14485;39;"technician";"married";"tertiary";"no";0;"yes";"no";"cellular"
17620;58;"blue-collar";"married";"primary";"no";3;"no";"yes";"telephone"
28975;38;"management";"married";"tertiary";"no";1198;"yes";"no";"cellular"
28493;31;"entrepreneur";"single";"tertiary";"no";137;"no";"no";"cellular"
5229;33;"admin.";"single";"secondary";"no";1221;"yes";"no";"unknown"
29809;40;"services";"married";"secondary";"no";293;"no";"no";"telephone"
6334;34;"management";"single";"primary";"no";212;"no";"no";"unknown"
1443;26;"blue-collar";"single";"secondary";"no";-132;"no";"no";"unknown"
17237;29;"services";"single";"secondary";"no";166;"no";"yes";"cellular"
22218;52;"services";"married";"secondary";"no";0;"no";"no";"cellular"
11143;28;"blue-collar";"single";"secondary";"no";975;"yes";"no";"unknown"
13947;58;"technician";"married";"secondary";"no";201;"no";"no";"cellular"
14867;48;"self-employed";"divorced";"tertiary";"no";41;"yes";"no";"cellular"
37991;30;"blue-collar";"married";"secondary";"no";378;"yes";"no";"cellular"
