"ID";"day";"month";"duration";"campaign";"y"
13638;9;"jul";61;4;"no"
13626;9;"jul";676;5;"no"
17241;28;"jul";240;3;"no"
25088;18;"nov";61;1;"no"
25939;19;"nov";118;1;"no"
13176;8;"jul";206;1;"no"
24082;23;"oct";301;1;"yes"
30730;6;"feb";172;2;"no"
32917;17;"apr";264;2;"no"
41296;26;"aug";513;1;"yes"
26883;20;"nov";47;3;"no"
29086;2;"feb";134;1;"no"
7984;2;"jun";360;2;"no"
21748;19;"aug";97;9;"no"
18298;31;"jul";23;4;"no"
35840;8;"may";78;1;"no"
10598;16;"jun";541;19;"no"
41693;6;"oct";89;1;"no"
5285;23;"may";162;1;"no"
30835;9;"feb";122;2;"no"
23919;29;"aug";728;2;"no"
27853;28;"jan";142;1;"no"
33309;20;"apr";88;1;"no"
22718;25;"aug";96;4;"no"
33466;20;"apr";172;1;"no"
33395;20;"apr";149;1;"no"
5496;23;"may";109;2;"no"
17469;28;"jul";50;4;"no"
37464;13;"may";65;2;"no"
2332;13;"may";200;1;"no"
8222;2;"jun";157;3;"no"
12004;20;"jun";12;3;"no"
27208;21;"nov";296;1;"no"
30617;6;"feb";168;1;"no"
1983;9;"may";407;4;"no"
12314;26;"jun";622;3;"no"
21486;19;"aug";123;2;"no"
21997;20;"aug";627;2;"yes"
11868;20;"jun";55;12;"no"
228;5;"may";27;1;"no"
32739;17;"apr";95;3;"no"
30214;5;"feb";101;3;"no"
41105;17;"aug";286;1;"yes"
42602;8;"jan";176;2;"no"
26669;20;"nov";16;9;"no"
27273;21;"nov";56;1;"no"
35733;8;"may";704;1;"yes"
11089;18;"jun";272;3;"no"
38205;15;"may";148;1;"no"
11583;19;"jun";172;1;"no"
37244;13;"may";200;1;"no"
40151;5;"jun";365;3;"yes"
42305;16;"nov";432;5;"yes"
24684;17;"nov";139;3;"no"
10631;16;"jun";287;1;"no"
44364;2;"aug";203;3;"no"
785;7;"may";96;2;"no"
6833;28;"may";158;2;"no"
17863;30;"jul";84;6;"no"
14022;11;"jul";122;2;"no"
21935;20;"aug";72;4;"no"
42732;26;"jan";100;1;"no"
1262;8;"may";128;1;"no"
24410;17;"nov";386;2;"no"
29006;2;"feb";244;1;"no"
23623;28;"aug";27;16;"no"
8386;3;"jun";438;1;"no"
26950;21;"nov";108;1;"no"
36587;12;"may";507;1;"no"
30800;6;"feb";607;4;"no"
29329;2;"feb";266;2;"no"
13303;8;"jul";1061;4;"yes"
594;6;"may";315;1;"no"
13766;10;"jul";75;1;"no"
42768;28;"jan";390;4;"yes"
4686;20;"may";307;3;"no"
19546;7;"aug";92;4;"no"
3589;15;"may";184;2;"no"
29178;2;"feb";299;2;"no"
14705;15;"jul";157;5;"no"
1603;8;"may";117;2;"no"
279;5;"may";75;2;"no"
34426;5;"may";84;5;"no"
15149;17;"jul";312;5;"no"
44893;27;"sep";157;5;"no"
1814;9;"may";197;4;"no"
1776;9;"may";178;2;"no"
19442;6;"aug";135;2;"no"
26245;20;"nov";30;1;"no"
19665;7;"aug";201;2;"no"
35131;7;"may";55;5;"no"
7727;30;"may";141;9;"no"
40045;3;"jun";203;2;"no"
26326;20;"nov";152;1;"no"
27527;21;"nov";216;4;"no"
27243;21;"nov";98;3;"no"
41270;25;"aug";41;2;"no"
19050;5;"aug";124;1;"no"
22357;22;"aug";1241;2;"no"
10036;9;"jun";80;3;"no"
38181;15;"may";619;1;"yes"
9236;5;"jun";92;2;"no"
899;7;"may";99;2;"no"
11646;20;"jun";50;2;"no"
34518;5;"may";838;1;"yes"
27178;21;"nov";316;3;"yes"
43372;29;"mar";198;2;"no"
6124;27;"may";24;1;"no"
37599;14;"may";146;3;"no"
44852;22;"sep";183;1;"yes"
17661;29;"jul";94;2;"no"
27325;21;"nov";197;3;"no"
26393;20;"nov";151;1;"no"
26986;21;"nov";504;1;"yes"
43356;25;"mar";231;1;"no"
25027;18;"nov";224;1;"no"
5914;26;"may";16;1;"no"
42462;9;"dec";395;1;"yes"
20729;13;"aug";127;4;"no"
35871;8;"may";339;1;"no"
4817;21;"may";287;3;"no"
42500;16;"dec";314;1;"yes"
22326;22;"aug";122;5;"no"
36769;12;"may";293;2;"no"
22889;25;"aug";121;3;"no"
21394;18;"aug";984;2;"no"
44544;12;"aug";187;2;"no"
23301;27;"aug";49;4;"no"
10673;16;"jun";232;3;"no"
26250;20;"nov";101;1;"no"
44534;12;"aug";192;1;"no"
41801;14;"oct";104;1;"no"
20047;8;"aug";492;3;"no"
45203;17;"nov";224;1;"yes"
33827;27;"apr";91;3;"no"
4232;19;"may";215;1;"no"
2111;12;"may";57;8;"no"
1898;9;"may";188;2;"no"
38785;18;"may";284;2;"no"
22829;25;"aug";454;6;"no"
27876;28;"jan";97;1;"no"
14375;14;"jul";616;3;"no"
10403;12;"jun";309;1;"no"
37320;13;"may";180;2;"no"
25116;18;"nov";125;1;"no"
14018;11;"jul";114;1;"no"
43429;8;"apr";208;3;"no"
40791;11;"aug";491;1;"no"
6744;28;"may";680;1;"no"
12833;7;"jul";1200;1;"no"
144;5;"may";204;1;"no"
7075;29;"may";100;2;"no"
18508;31;"jul";281;4;"no"
20760;13;"aug";334;2;"no"
2385;13;"may";383;1;"no"
14607;15;"jul";201;4;"no"
10162;11;"jun";46;1;"no"
19658;7;"aug";101;2;"no"
38631;15;"may";80;3;"no"
37753;14;"may";235;1;"no"
16751;24;"jul";56;1;"no"
23746;28;"aug";37;5;"no"
15690;21;"jul";141;2;"no"
13057;8;"jul";165;1;"no"
11106;18;"jun";1062;4;"no"
19961;8;"aug";51;2;"no"
2198;12;"may";200;2;"no"
40798;11;"aug";156;1;"no"
42368;25;"nov";296;1;"yes"
33207;20;"apr";79;1;"no"
18958;4;"aug";143;1;"no"
17264;28;"jul";50;4;"no"
26804;20;"nov";136;3;"no"
13526;9;"jul";81;1;"no"
16682;24;"jul";92;2;"no"
12835;7;"jul";125;2;"no"
14501;14;"jul";109;3;"no"
7526;30;"may";139;3;"no"
43131;24;"feb";190;2;"no"
138;5;"may";73;1;"no"
15442;18;"jul";54;7;"no"
40526;8;"jul";665;1;"no"
30211;5;"feb";159;1;"no"
34924;6;"may";50;1;"no"
25540;19;"nov";311;1;"no"
43964;23;"jun";193;1;"no"
36734;12;"may";204;1;"no"
187;5;"may";315;1;"no"
7861;30;"may";136;8;"no"
39594;26;"may";140;1;"no"
20209;11;"aug";204;9;"no"
38147;15;"may";191;1;"no"
3117;14;"may";40;2;"no"
8593;3;"jun";604;1;"no"
6805;28;"may";116;9;"no"
33829;27;"apr";160;1;"no"
6642;28;"may";256;2;"no"
32144;15;"apr";114;1;"no"
16341;23;"jul";183;1;"no"
18980;4;"aug";144;2;"no"
32965;17;"apr";200;3;"no"
38085;14;"may";115;2;"no"
3484;15;"may";132;32;"no"
28883;30;"jan";323;4;"no"
34509;5;"may";718;1;"no"
25401;18;"nov";247;1;"no"
33515;20;"apr";724;2;"no"
43306;16;"mar";180;1;"yes"
11912;20;"jun";85;2;"no"
41703;6;"oct";572;1;"no"
16988;25;"jul";800;2;"no"
25967;19;"nov";88;1;"no"
30700;6;"feb";198;3;"no"
43499;19;"apr";529;1;"yes"
44176;14;"jul";276;1;"yes"
4051;19;"may";179;4;"no"
1427;8;"may";477;2;"no"
18590;31;"jul";209;1;"no"
381;6;"may";133;1;"no"
21466;18;"aug";189;7;"no"
3847;16;"may";374;2;"no"
36157;11;"may";686;1;"no"
17057;25;"jul";84;3;"no"
16119;22;"jul";403;7;"no"
42383;30;"nov";210;3;"no"
6688;28;"may";141;1;"no"
28313;29;"jan";48;1;"no"
10609;16;"jun";320;2;"no"
17024;25;"jul";511;1;"no"
8561;3;"jun";327;2;"no"
26667;20;"nov";128;2;"no"
40677;6;"aug";338;1;"yes"
12803;7;"jul";256;15;"no"
3233;15;"may";62;1;"no"
18213;30;"jul";185;4;"no"
28531;29;"jan";207;2;"no"
3638;15;"may";73;7;"no"
8711;4;"jun";25;1;"no"
2200;12;"may";163;4;"no"
9086;5;"jun";85;2;"no"
38280;15;"may";358;1;"no"
15772;21;"jul";149;7;"no"
19621;7;"aug";59;2;"no"
6558;27;"may";132;8;"no"
1317;8;"may";712;1;"no"
34347;4;"may";483;4;"yes"
41917;21;"oct";180;1;"no"
31442;30;"mar";364;3;"yes"
24047;18;"oct";50;1;"no"
9353;6;"jun";339;5;"no"
39387;22;"may";72;1;"no"
43031;12;"feb";138;2;"yes"
8649;3;"jun";816;2;"no"
22229;21;"aug";91;22;"no"
38046;14;"may";113;3;"no"
40492;7;"jul";82;2;"no"
20976;14;"aug";149;2;"no"
12507;2;"jul";79;3;"no"
25000;18;"nov";118;2;"no"
23118;26;"aug";303;5;"no"
20761;13;"aug";112;2;"no"
13179;8;"jul";119;2;"no"
17520;29;"jul";117;3;"no"
17417;28;"jul";101;3;"no"
6559;27;"may";108;3;"no"
41913;21;"oct";192;3;"yes"
24713;17;"nov";264;4;"no"
28398;29;"jan";261;1;"no"
15014;17;"jul";90;1;"no"
27856;28;"jan";242;1;"no"
31925;9;"apr";152;2;"yes"
31569;3;"apr";240;1;"no"
16345;23;"jul";95;1;"no"
37058;13;"may";118;1;"no"
13600;9;"jul";77;1;"no"
26342;20;"nov";82;1;"no"
18493;31;"jul";52;5;"no"
17276;28;"jul";98;16;"no"
26083;19;"nov";1435;3;"no"
6500;27;"may";110;2;"no"
29026;2;"feb";49;1;"no"
31762;8;"apr";519;1;"no"
3515;15;"may";714;4;"no"
1609;8;"may";128;3;"no"
40329;17;"jun";181;2;"no"
44803;15;"sep";213;2;"yes"
5722;26;"may";14;38;"no"
43052;15;"feb";92;2;"no"
38344;15;"may";145;2;"no"
44219;16;"jul";100;6;"no"
23814;29;"aug";125;5;"no"
8291;2;"jun";261;8;"no"
13649;9;"jul";364;1;"no"
19956;8;"aug";216;2;"no"
27692;21;"nov";183;4;"no"
41184;20;"aug";84;1;"no"
12991;7;"jul";164;3;"no"
41902;20;"oct";107;1;"no"
3840;16;"may";489;2;"no"
31280;6;"mar";136;1;"no"
13734;10;"jul";73;1;"no"
11108;18;"jun";203;1;"no"
6786;28;"may";226;1;"no"
19928;8;"aug";138;2;"no"
477;6;"may";323;1;"no"
13516;9;"jul";127;1;"no"
2343;13;"may";518;1;"no"
38354;15;"may";256;1;"no"
33191;20;"apr";534;1;"no"
6739;28;"may";211;2;"no"
19846;8;"aug";183;2;"no"
43241;8;"mar";277;4;"yes"
36328;11;"may";79;3;"no"
36733;12;"may";175;1;"no"
24948;18;"nov";34;1;"no"
12686;7;"jul";494;4;"yes"
45188;16;"nov";411;1;"yes"
21016;14;"aug";273;5;"no"
20309;11;"aug";107;1;"no"
25009;18;"nov";90;1;"no"
15492;18;"jul";225;2;"no"
27233;21;"nov";135;2;"no"
39947;2;"jun";102;4;"no"
39178;18;"may";375;3;"no"
20081;11;"aug";326;4;"no"
37769;14;"may";298;1;"no"
37295;13;"may";196;3;"no"
30831;9;"feb";152;3;"no"
26229;20;"nov";110;1;"no"
42675;14;"jan";408;1;"yes"
8785;4;"jun";178;6;"no"
20407;12;"aug";161;6;"no"
33219;20;"apr";124;2;"no"
35596;7;"may";138;4;"no"
2211;12;"may";256;4;"no"
36563;12;"may";658;1;"yes"
29226;2;"feb";70;2;"no"
21992;20;"aug";358;3;"no"
32379;16;"apr";375;2;"no"
2150;12;"may";165;4;"no"
35955;8;"may";144;2;"no"
43935;16;"jun";292;1;"yes"
12657;4;"jul";333;1;"no"
36846;12;"may";1710;2;"yes"
811;7;"may";162;1;"no"
37898;14;"may";177;2;"no"
9111;5;"jun";48;2;"no"
19012;5;"aug";114;1;"no"
35768;8;"may";239;1;"no"
42517;17;"dec";324;3;"yes"
12179;20;"jun";10;19;"no"
19034;5;"aug";67;1;"no"
29843;4;"feb";52;1;"no"
22851;25;"aug";106;7;"no"
23573;28;"aug";13;13;"no"
41705;6;"oct";296;3;"yes"
43390;31;"mar";30;1;"no"
15430;18;"jul";744;4;"no"
16831;24;"jul";180;19;"no"
17326;28;"jul";66;19;"no"
12523;3;"jul";269;2;"no"
10575;16;"jun";42;3;"no"
5215;23;"may";48;5;"no"
28887;30;"jan";68;3;"no"
30609;6;"feb";310;4;"no"
32101;15;"apr";238;3;"no"
5317;23;"may";152;1;"no"
12633;4;"jul";104;1;"no"
32122;15;"apr";417;1;"no"
34234;4;"may";15;5;"no"
3513;15;"may";186;5;"no"
15397;18;"jul";93;1;"no"
7557;30;"may";711;1;"no"
33004;17;"apr";179;2;"no"
33851;28;"apr";83;2;"no"
16973;25;"jul";102;1;"no"
43148;25;"feb";318;1;"yes"
31549;3;"apr";246;2;"no"
754;6;"may";343;3;"no"
13690;9;"jul";130;6;"no"
21463;18;"aug";242;5;"no"
10288;12;"jun";112;2;"no"
24162;12;"nov";378;1;"yes"
27711;21;"nov";219;2;"no"
16088;22;"jul";183;1;"no"
15279;18;"jul";121;2;"no"
6865;28;"may";347;2;"no"
6753;28;"may";167;3;"no"
19113;5;"aug";935;1;"yes"
32737;17;"apr";594;1;"yes"
17432;28;"jul";123;2;"no"
11935;20;"jun";9;13;"no"
38694;15;"may";15;9;"no"
1431;8;"may";453;2;"no"
32364;16;"apr";285;5;"no"
4203;19;"may";126;3;"no"
11557;19;"jun";38;1;"no"
42246;12;"nov";89;1;"yes"
13952;10;"jul";72;1;"no"
34455;5;"may";17;6;"no"
23181;27;"aug";27;8;"no"
28157;29;"jan";42;1;"no"
20673;12;"aug";787;6;"no"
29906;4;"feb";307;1;"no"
19945;8;"aug";194;4;"no"
23443;28;"aug";118;8;"no"
33569;20;"apr";10;3;"no"
22402;22;"aug";125;2;"no"
35941;8;"may";274;2;"no"
10134;11;"jun";510;1;"no"
5876;26;"may";111;1;"no"
27549;21;"nov";382;3;"no"
35801;8;"may";92;2;"no"
38471;15;"may";77;4;"no"
19556;7;"aug";100;2;"no"
11159;18;"jun";59;1;"no"
16474;23;"jul";808;1;"yes"
4122;19;"may";68;1;"no"
30837;9;"feb";12;12;"no"
10766;17;"jun";24;6;"no"
44717;7;"sep";127;1;"no"
44569;16;"aug";143;2;"no"
30816;9;"feb";181;9;"no"
19614;7;"aug";1321;9;"yes"
38547;15;"may";44;2;"no"
22353;22;"aug";579;2;"yes"
41505;9;"sep";121;2;"no"
5698;26;"may";131;2;"no"
11023;17;"jun";332;5;"no"
20660;12;"aug";134;8;"no"
32055;14;"apr";297;2;"no"
35423;7;"may";356;2;"no"
16757;24;"jul";953;1;"no"
14072;11;"jul";439;2;"no"
16722;24;"jul";304;2;"no"
25677;19;"nov";52;1;"no"
1536;8;"may";330;3;"no"
24499;17;"nov";117;2;"no"
15496;18;"jul";247;5;"no"
36233;11;"may";79;2;"no"
5820;26;"may";293;1;"no"
32874;17;"apr";329;1;"no"
14459;14;"jul";138;3;"no"
21528;19;"aug";144;2;"no"
36436;11;"may";279;2;"no"
12043;20;"jun";9;13;"no"
34684;5;"may";272;3;"no"
41316;27;"aug";81;1;"yes"
10380;12;"jun";72;1;"no"
31506;2;"apr";124;1;"no"
38826;18;"may";164;1;"no"
14035;11;"jul";404;1;"no"
43928;15;"jun";132;4;"no"
25451;19;"nov";206;5;"no"
12863;7;"jul";599;1;"yes"
3505;15;"may";964;2;"no"
6107;27;"may";233;1;"no"
3436;15;"may";236;1;"no"
33814;27;"apr";121;8;"no"
43907;14;"jun";187;1;"yes"
32372;16;"apr";772;4;"no"
35738;8;"may";291;1;"no"
9531;6;"jun";217;4;"no"
12636;4;"jul";742;1;"no"
13720;10;"jul";241;4;"no"
18878;4;"aug";174;1;"no"
21609;19;"aug";406;2;"no"
41090;14;"aug";211;3;"yes"
40560;9;"jul";253;2;"yes"
19974;8;"aug";153;7;"no"
33450;20;"apr";419;2;"no"
19789;8;"aug";82;2;"no"
45171;10;"nov";98;2;"no"
17568;29;"jul";179;6;"no"
36601;12;"may";11;12;"no"
9976;9;"jun";244;3;"no"
10204;11;"jun";268;2;"no"
19238;6;"aug";206;2;"no"
26871;20;"nov";310;3;"no"
43951;17;"jun";544;1;"yes"
40630;5;"aug";409;4;"yes"
28538;29;"jan";328;2;"no"
36469;11;"may";284;4;"no"
33210;20;"apr";111;1;"no"
17409;28;"jul";120;4;"no"
34548;5;"may";87;4;"no"
39496;25;"may";205;1;"no"
40403;1;"jul";372;1;"yes"
1601;8;"may";43;2;"no"
40571;15;"jul";323;2;"yes"
4881;21;"may";137;2;"no"
16554;24;"jul";21;21;"no"
30287;5;"feb";33;4;"no"
27844;28;"jan";139;1;"no"
30923;9;"feb";686;5;"no"
27494;21;"nov";163;2;"no"
41208;20;"aug";180;1;"no"
41147;18;"aug";216;1;"yes"
35247;7;"may";345;1;"no"
15307;18;"jul";115;1;"no"
20869;13;"aug";321;4;"no"
28489;29;"jan";522;2;"no"
2663;13;"may";274;2;"no"
10921;17;"jun";161;1;"no"
21382;18;"aug";119;6;"no"
26449;20;"nov";178;1;"no"
40767;10;"aug";411;1;"no"
6562;27;"may";167;3;"no"
28555;29;"jan";90;2;"no"
17312;28;"jul";404;3;"no"
43559;27;"apr";252;1;"no"
37344;13;"may";127;1;"no"
11860;20;"jun";570;2;"yes"
328;5;"may";316;3;"no"
33966;30;"apr";687;1;"yes"
23315;27;"aug";212;15;"no"
32720;17;"apr";161;1;"no"
15638;21;"jul";120;3;"no"
40022;3;"jun";343;1;"no"
21033;14;"aug";757;4;"no"
18662;31;"jul";14;32;"no"
40773;10;"aug";540;2;"no"
14485;14;"jul";894;7;"yes"
37097;13;"may";177;4;"no"
38965;18;"may";69;1;"no"
15249;17;"jul";207;10;"no"
23701;28;"aug";50;5;"no"
3381;15;"may";30;1;"no"
22756;25;"aug";150;4;"no"
21493;19;"aug";645;14;"yes"
16387;23;"jul";99;2;"no"
39255;18;"may";6;4;"no"
8078;2;"jun";74;1;"no"
83;5;"may";20;1;"no"
42318;16;"nov";77;1;"no"
18597;31;"jul";190;4;"no"
1226;8;"may";238;1;"no"
15342;18;"jul";71;3;"no"
1577;8;"may";185;4;"no"
6956;28;"may";449;4;"no"
25727;19;"nov";190;1;"no"
34577;5;"may";470;2;"no"
43164;26;"feb";262;1;"no"
10715;16;"jun";314;3;"no"
22537;22;"aug";61;4;"no"
39165;18;"may";11;5;"no"
37618;14;"may";566;1;"no"
74;5;"may";291;1;"no"
11377;19;"jun";593;1;"no"
23008;26;"aug";259;2;"no"
39539;26;"may";66;1;"no"
15258;17;"jul";143;1;"no"
42353;25;"nov";242;1;"no"
7;5;"may";217;1;"no"
22085;21;"aug";257;2;"no"
28853;30;"jan";445;5;"no"
23153;26;"aug";133;7;"no"
4375;19;"may";195;4;"no"
37074;13;"may";79;1;"no"
24778;18;"nov";138;1;"no"
36205;11;"may";154;1;"no"
20035;8;"aug";498;8;"no"
31730;7;"apr";487;1;"no"
16227;23;"jul";89;6;"no"
28487;29;"jan";124;3;"no"
5091;21;"may";239;2;"no"
2366;13;"may";178;2;"no"
5789;26;"may";863;1;"no"
39114;18;"may";82;4;"no"
13533;9;"jul";668;1;"no"
34193;4;"may";65;1;"no"
33738;22;"apr";315;1;"yes"
33057;17;"apr";180;2;"no"
10008;9;"jun";144;3;"no"
27210;21;"nov";186;2;"no"
14983;16;"jul";524;4;"no"
26738;20;"nov";224;2;"no"
40957;13;"aug";187;2;"no"
797;7;"may";312;1;"no"
9115;5;"jun";355;1;"no"
35928;8;"may";309;2;"no"
42916;5;"feb";110;2;"yes"
9477;6;"jun";554;2;"yes"
28967;2;"feb";133;3;"no"
33023;17;"apr";14;3;"no"
16613;24;"jul";63;1;"no"
44266;23;"jul";608;3;"yes"
44607;28;"aug";8;1;"no"
5252;23;"may";736;2;"yes"
7983;2;"jun";372;2;"no"
5987;26;"may";454;3;"no"
26187;20;"nov";308;1;"no"
30042;4;"feb";351;2;"no"
43477;15;"apr";220;2;"no"
37232;13;"may";261;1;"no"
38739;18;"may";130;4;"no"
18105;30;"jul";233;3;"no"
8107;2;"jun";83;1;"no"
11049;17;"jun";68;6;"no"
24373;17;"nov";180;1;"no"
13412;9;"jul";126;1;"no"
32010;14;"apr";563;2;"no"
34462;5;"may";358;1;"no"
928;7;"may";223;2;"no"
27050;21;"nov";74;1;"no"
2588;13;"may";271;1;"no"
20654;12;"aug";474;2;"no"
25329;18;"nov";482;1;"yes"
36348;11;"may";228;1;"no"
8121;2;"jun";49;1;"no"
23131;26;"aug";57;10;"no"
28227;29;"jan";79;1;"no"
37632;14;"may";145;1;"no"
42956;9;"feb";290;1;"yes"
39021;18;"may";365;2;"no"
4238;19;"may";70;1;"no"
39103;18;"may";73;2;"no"
34051;30;"apr";430;1;"yes"
13220;8;"jul";297;1;"no"
15995;22;"jul";271;1;"no"
6966;28;"may";424;3;"no"
44404;4;"aug";651;1;"yes"
37627;14;"may";414;1;"no"
30534;5;"feb";263;8;"yes"
18774;31;"jul";22;8;"no"
22875;25;"aug";67;4;"no"
39728;28;"may";158;2;"no"
16597;24;"jul";467;1;"no"
30247;5;"feb";232;1;"no"
35395;7;"may";56;1;"no"
10900;17;"jun";79;1;"no"
25944;19;"nov";122;1;"no"
17323;28;"jul";83;7;"no"
18204;30;"jul";192;3;"no"
18767;31;"jul";29;4;"no"
35416;7;"may";423;1;"no"
19811;8;"aug";215;2;"no"
5742;26;"may";682;1;"yes"
20829;13;"aug";78;6;"no"
6160;27;"may";275;1;"no"
1008;7;"may";690;2;"no"
11093;18;"jun";53;2;"no"
20015;8;"aug";80;1;"no"
18742;31;"jul";92;4;"no"
15419;18;"jul";342;1;"no"
40438;2;"jul";276;2;"yes"
17574;29;"jul";165;2;"no"
25982;19;"nov";294;2;"no"
36405;11;"may";243;2;"no"
38563;15;"may";199;2;"no"
13614;9;"jul";601;1;"no"
39417;22;"may";460;1;"yes"
3681;16;"may";179;1;"no"
36885;12;"may";142;2;"no"
44208;16;"jul";316;1;"yes"
29187;2;"feb";97;1;"no"
36932;12;"may";194;3;"no"
35972;8;"may";746;2;"no"
37183;13;"may";155;6;"no"
27337;21;"nov";158;1;"no"
38283;15;"may";122;2;"no"
32808;17;"apr";266;1;"no"
5994;26;"may";375;2;"no"
32290;16;"apr";177;1;"no"
17705;29;"jul";52;6;"no"
11903;20;"jun";81;2;"no"
29687;3;"feb";20;5;"no"
8012;2;"jun";1075;2;"no"
17;5;"may";98;1;"no"
6057;26;"may";51;5;"no"
6869;28;"may";188;2;"no"
12330;26;"jun";344;1;"no"
16272;23;"jul";376;1;"no"
24805;18;"nov";47;1;"no"
7891;30;"may";833;8;"no"
25363;18;"nov";920;2;"no"
10209;11;"jun";306;3;"no"
27177;21;"nov";70;1;"no"
1165;8;"may";137;2;"no"
5623;23;"may";215;4;"no"
3501;15;"may";1224;2;"yes"
3712;16;"may";88;6;"no"
9885;9;"jun";274;2;"no"
7932;30;"may";288;3;"no"
26231;20;"nov";505;1;"no"
14548;15;"jul";659;3;"no"
20598;12;"aug";112;4;"no"
1480;8;"may";185;2;"no"
33013;17;"apr";54;2;"no"
42757;27;"jan";701;1;"yes"
30492;5;"feb";1063;2;"yes"
32483;17;"apr";360;1;"no"
17802;29;"jul";223;6;"no"
37130;13;"may";27;5;"no"
19558;7;"aug";87;2;"no"
24504;17;"nov";809;3;"no"
11926;20;"jun";27;25;"no"
25150;18;"nov";73;3;"no"
24562;17;"nov";104;1;"no"
38259;15;"may";353;1;"no"
10916;17;"jun";605;5;"no"
10319;12;"jun";278;2;"no"
19834;8;"aug";507;4;"yes"
41939;22;"oct";181;1;"yes"
5870;26;"may";171;1;"no"
32241;16;"apr";188;1;"no"
22706;25;"aug";150;3;"no"
2598;13;"may";119;2;"no"
2918;14;"may";139;1;"no"
14864;16;"jul";335;1;"no"
12145;20;"jun";274;9;"no"
43845;1;"jun";383;2;"no"
11848;20;"jun";421;6;"no"
43756;20;"may";154;1;"yes"
20613;12;"aug";142;2;"no"
26246;20;"nov";290;1;"no"
41180;19;"aug";65;5;"no"
5666;26;"may";245;1;"no"
41234;21;"aug";171;3;"no"
33307;20;"apr";78;1;"no"
40975;13;"aug";138;2;"no"
33838;27;"apr";151;3;"no"
37581;14;"may";974;2;"yes"
27463;21;"nov";158;1;"no"
31946;13;"apr";244;2;"no"
34653;5;"may";281;2;"no"
12427;30;"jun";266;3;"no"
11165;18;"jun";37;1;"no"
13038;8;"jul";491;1;"no"
4044;16;"may";427;3;"no"
42278;13;"nov";167;1;"yes"
18801;31;"jul";652;7;"no"
41463;7;"sep";92;1;"no"
24734;17;"nov";475;1;"no"
7654;30;"may";143;4;"no"
39238;18;"may";311;2;"no"
13835;10;"jul";542;1;"no"
42288;13;"nov";256;2;"yes"
28329;29;"jan";52;1;"no"
27889;28;"jan";99;1;"no"
15343;18;"jul";226;1;"no"
24613;17;"nov";273;2;"no"
33503;20;"apr";64;3;"no"
14567;15;"jul";129;2;"no"
20664;12;"aug";409;7;"no"
29685;3;"feb";167;4;"no"
2139;12;"may";820;1;"no"
42709;25;"jan";146;1;"no"
40394;30;"jun";377;1;"yes"
7053;28;"may";261;2;"no"
40079;4;"jun";105;1;"no"
44497;10;"aug";447;1;"yes"
41023;13;"aug";284;3;"yes"
31394;24;"mar";170;3;"yes"
10510;16;"jun";186;6;"no"
15946;22;"jul";344;3;"no"
24703;17;"nov";211;2;"no"
11069;17;"jun";150;7;"no"
24050;18;"oct";558;1;"no"
35999;8;"may";199;1;"no"
36441;11;"may";772;2;"no"
39558;26;"may";228;1;"no"
18669;31;"jul";8;23;"no"
26573;20;"nov";151;2;"no"
5160;21;"may";265;2;"no"
40342;18;"jun";754;3;"no"
25889;19;"nov";25;1;"no"
30044;4;"feb";167;2;"no"
4693;20;"may";16;10;"no"
16006;22;"jul";246;1;"no"
42451;9;"dec";179;1;"yes"
15444;18;"jul";415;2;"yes"
36853;12;"may";306;2;"no"
37281;13;"may";215;1;"no"
13315;8;"jul";520;3;"no"
4857;21;"may";255;1;"no"
22878;25;"aug";119;11;"no"
6666;28;"may";222;1;"no"
936;7;"may";109;1;"no"
42652;13;"jan";127;1;"no"
29451;3;"feb";300;3;"no"
17576;29;"jul";318;2;"no"
1393;8;"may";347;2;"no"
21113;14;"aug";214;4;"no"
11869;20;"jun";172;3;"no"
7539;30;"may";226;1;"no"
18622;31;"jul";37;20;"no"
8305;2;"jun";239;4;"no"
6316;27;"may";474;1;"no"
10755;17;"jun";222;3;"no"
36477;12;"may";48;3;"no"
12517;2;"jul";193;4;"no"
33707;21;"apr";211;1;"yes"
8535;3;"jun";165;2;"no"
39965;3;"jun";68;1;"no"
16317;23;"jul";319;1;"no"
39055;18;"may";504;1;"yes"
22872;25;"aug";56;5;"no"
43373;29;"mar";88;3;"no"
39996;3;"jun";107;1;"no"
19107;5;"aug";683;2;"no"
43209;4;"mar";431;1;"no"
34406;5;"may";813;2;"no"
10603;16;"jun";181;2;"no"
4213;19;"may";166;3;"no"
35726;8;"may";153;1;"no"
24472;17;"nov";215;3;"no"
9852;9;"jun";29;1;"no"
40907;12;"aug";113;1;"no"
22549;22;"aug";309;3;"no"
4537;20;"may";151;1;"no"
40990;13;"aug";57;1;"no"
43476;14;"apr";133;8;"yes"
20692;12;"aug";1476;2;"no"
33964;30;"apr";237;1;"yes"
39022;18;"may";229;2;"no"
25298;18;"nov";68;2;"no"
19553;7;"aug";92;2;"no"
32552;17;"apr";177;1;"no"
41585;15;"sep";103;1;"no"
36023;11;"may";14;8;"no"
18624;31;"jul";24;18;"no"
44790;14;"sep";407;2;"no"
40235;12;"jun";234;7;"no"
261;5;"may";611;2;"no"
5087;21;"may";237;2;"no"
7103;29;"may";177;1;"no"
2814;14;"may";105;1;"no"
42356;25;"nov";421;1;"no"
17986;30;"jul";597;2;"no"
17413;28;"jul";149;11;"no"
