"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","target"
62,"management","divorced","high.school","no","no","no","cellular","aug","mon",405,1,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"yes"
30,"admin.","single","university.degree","no","no","no","cellular","aug","thu",1336,4,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
56,"technician","married","professional.course","no","yes","no","telephone","may","mon",483,5,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"yes"
27,"student","single","university.degree","no","no","no","cellular","aug","wed",180,1,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"yes"
41,"technician","married","professional.course","no","no","no","cellular","oct","wed",391,2,1,"success",-1.1,94.601,-49.5,0.959,4963.6,"yes"
48,"admin.","divorced","high.school","no","yes","yes","telephone","jun","wed",967,2,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
62,"admin.","married","high.school","no","no","no","cellular","oct","tue",318,1,3,"success",-1.1,94.601,-49.5,1.037,4963.6,"yes"
56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",457,1,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
42,"services","married","high.school","no","no","no","cellular","jul","thu",1153,4,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
28,"admin.","single","university.degree","no","no","no","cellular","mar","wed",506,2,0,"nonexistent",-1.8,92.843,-50,1.548,5099.1,"yes"
61,"retired","married","basic.4y","no","yes","yes","cellular","aug","fri",374,1,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"yes"
51,"management","married","university.degree","no","no","no","cellular","aug","thu",644,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
42,"unknown","single","university.degree","no","yes","no","cellular","jul","fri",513,1,2,"failure",-1.7,94.215,-40.3,0.885,4991.6,"yes"
36,"admin.","married","university.degree","no","no","no","cellular","aug","mon",610,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
46,"blue-collar","married","basic.9y","no","no","no","cellular","aug","wed",1044,2,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes"
30,"services","single","high.school","no","yes","no","cellular","oct","mon",385,2,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"yes"
57,"retired","divorced","basic.9y","no","yes","no","cellular","jul","fri",247,2,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"yes"
28,"admin.","single","high.school","no","no","no","cellular","jun","mon",491,2,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
73,"retired","divorced","high.school","no","yes","no","cellular","dec","tue",284,1,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
47,"admin.","divorced","university.degree","no","yes","yes","cellular","aug","tue",185,1,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"yes"
36,"technician","married","university.degree","no","unknown","unknown","cellular","sep","thu",1334,2,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
44,"technician","married","professional.course","no","no","no","cellular","nov","fri",442,1,0,"nonexistent",-1.1,94.767,-50.8,1.028,4963.6,"yes"
36,"admin.","married","university.degree","unknown","yes","no","cellular","jul","tue",874,1,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
34,"technician","divorced","professional.course","no","yes","no","cellular","may","fri",1190,2,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
38,"student","single","unknown","no","no","yes","cellular","mar","mon",248,1,4,"success",-1.8,93.369,-34.8,0.639,5008.7,"yes"
32,"admin.","married","high.school","no","yes","yes","cellular","dec","wed",479,2,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
26,"admin.","single","high.school","no","no","no","cellular","mar","tue",273,2,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
74,"retired","married","unknown","no","yes","yes","cellular","oct","wed",251,1,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
33,"student","married","professional.course","no","yes","no","cellular","aug","mon",265,3,4,"success",-1.7,94.027,-38.3,0.896,4991.6,"yes"
31,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",282,2,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"yes"
29,"admin.","single","university.degree","no","no","no","cellular","apr","wed",548,2,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes"
30,"technician","single","university.degree","no","yes","no","cellular","aug","mon",720,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
33,"blue-collar","divorced","basic.4y","no","yes","no","cellular","aug","tue",395,1,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes"
46,"admin.","married","university.degree","no","yes","no","cellular","mar","thu",335,1,0,"nonexistent",-1.8,93.369,-34.8,0.65,5008.7,"yes"
25,"technician","single","university.degree","no","yes","no","telephone","aug","thu",256,1,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
36,"admin.","single","university.degree","no","no","no","cellular","aug","tue",278,1,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes"
38,"services","single","high.school","no","yes","no","cellular","apr","wed",1665,3,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes"
32,"technician","single","university.degree","no","yes","no","cellular","aug","tue",645,4,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
48,"admin.","married","university.degree","no","yes","no","telephone","jun","fri",522,3,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
52,"admin.","married","unknown","no","yes","no","cellular","aug","tue",976,1,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
39,"technician","single","university.degree","unknown","no","yes","cellular","oct","fri",125,1,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"yes"
56,"blue-collar","married","basic.4y","unknown","yes","no","cellular","dec","tue",280,3,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
58,"technician","married","professional.course","no","no","no","cellular","aug","tue",704,2,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
29,"management","married","university.degree","no","yes","no","cellular","may","wed",281,4,1,"failure",-1.8,92.893,-46.2,1.27,5099.1,"yes"
47,"technician","married","professional.course","no","yes","no","cellular","nov","thu",329,4,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
58,"unknown","married","basic.9y","no","yes","no","cellular","dec","thu",154,1,1,"failure",-3,92.713,-33,0.72,5023.5,"yes"
37,"admin.","married","high.school","no","unknown","unknown","cellular","jul","thu",294,1,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"yes"
88,"retired","divorced","basic.4y","no","no","no","cellular","mar","wed",266,2,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"yes"
30,"technician","married","university.degree","no","yes","no","cellular","dec","thu",244,2,1,"success",-3,92.713,-33,0.72,5023.5,"yes"
32,"technician","married","high.school","no","yes","no","telephone","jun","fri",293,5,1,"failure",-2.9,92.963,-40.8,1.224,5076.2,"yes"
38,"technician","married","professional.course","unknown","no","no","cellular","nov","wed",1049,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
29,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",366,3,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes"
35,"admin.","single","high.school","no","no","yes","telephone","may","fri",813,1,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
40,"services","married","high.school","no","no","yes","telephone","may","fri",762,3,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
34,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",267,2,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes"
89,"retired","divorced","basic.4y","no","no","no","cellular","jun","mon",245,1,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"yes"
47,"self-employed","married","basic.9y","no","yes","no","cellular","jul","wed",1359,6,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
37,"services","married","basic.6y","unknown","yes","no","cellular","may","fri",679,1,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"yes"
32,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",276,1,1,"failure",-0.1,93.2,-42,4.076,5195.8,"yes"
34,"technician","married","unknown","no","yes","no","cellular","nov","tue",200,1,1,"success",-1.1,94.767,-50.8,1.046,4963.6,"yes"
34,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","wed",727,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
46,"blue-collar","single","university.degree","no","no","no","cellular","apr","mon",1422,2,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
31,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",353,1,0,"nonexistent",-1.1,94.767,-50.8,1.031,4963.6,"yes"
66,"retired","married","basic.4y","no","yes","no","cellular","apr","wed",512,11,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
32,"self-employed","single","university.degree","no","no","no","cellular","apr","thu",394,1,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes"
28,"entrepreneur","married","basic.9y","no","no","no","telephone","may","mon",896,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
33,"services","married","high.school","no","yes","no","cellular","may","wed",1512,1,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes"
42,"blue-collar","married","basic.9y","no","no","no","cellular","jul","thu",1187,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
69,"entrepreneur","married","high.school","no","no","no","cellular","jun","wed",140,2,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
25,"admin.","single","high.school","no","yes","no","telephone","jun","thu",1243,7,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes"
23,"blue-collar","single","basic.4y","no","yes","no","cellular","may","fri",523,2,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
79,"retired","married","basic.4y","no","no","yes","cellular","nov","tue",149,1,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"yes"
50,"entrepreneur","divorced","university.degree","no","yes","no","cellular","jul","thu",386,1,3,"success",-1.7,94.215,-40.3,0.899,4991.6,"yes"
64,"retired","married","high.school","no","yes","no","cellular","dec","wed",354,1,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
30,"blue-collar","single","basic.9y","no","no","yes","cellular","jul","mon",985,11,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
36,"technician","married","basic.4y","no","no","no","cellular","jul","mon",854,1,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
46,"technician","married","professional.course","no","yes","no","cellular","aug","thu",245,2,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,"yes"
58,"blue-collar","married","basic.4y","no","yes","no","cellular","jun","wed",110,1,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
40,"management","divorced","university.degree","no","yes","no","cellular","jun","wed",117,1,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
38,"technician","married","professional.course","no","yes","no","cellular","aug","mon",479,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
66,"retired","married","basic.4y","no","yes","no","cellular","mar","thu",156,1,0,"nonexistent",-1.8,92.843,-50,1.65,5099.1,"yes"
48,"entrepreneur","married","university.degree","no","yes","no","cellular","may","fri",316,2,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"yes"
33,"services","married","professional.course","no","no","no","cellular","jul","wed",782,7,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
28,"services","single","professional.course","no","yes","no","cellular","may","thu",406,2,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
39,"admin.","married","university.degree","no","no","no","telephone","may","mon",744,6,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
53,"admin.","married","high.school","no","no","no","cellular","jul","tue",964,1,1,"failure",-2.9,92.469,-33.6,1.044,5076.2,"yes"
42,"admin.","single","high.school","no","no","no","cellular","sep","thu",209,1,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes"
55,"retired","married","university.degree","unknown","yes","no","telephone","jun","thu",1012,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes"
29,"self-employed","married","professional.course","unknown","yes","yes","cellular","jul","wed",683,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
54,"self-employed","married","basic.9y","unknown","yes","no","cellular","aug","thu",429,3,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
66,"retired","married","basic.4y","unknown","unknown","unknown","cellular","oct","wed",216,1,3,"success",-1.1,94.601,-49.5,0.985,4963.6,"yes"
59,"housemaid","married","professional.course","no","no","no","cellular","may","mon",675,2,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
31,"technician","single","professional.course","no","no","no","cellular","jun","tue",163,1,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"yes"
80,"retired","married","basic.4y","no","no","no","cellular","oct","tue",242,1,2,"failure",-3.4,92.431,-26.9,0.742,5017.5,"yes"
42,"services","married","high.school","no","no","no","cellular","may","fri",551,1,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"yes"
31,"technician","single","basic.9y","no","yes","no","cellular","may","thu",479,1,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"yes"
51,"technician","married","university.degree","no","yes","no","cellular","aug","wed",512,5,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
32,"technician","single","university.degree","no","no","no","cellular","apr","tue",721,4,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"yes"
59,"services","married","university.degree","no","yes","no","cellular","oct","mon",383,2,2,"failure",-1.1,94.601,-49.5,0.977,4963.6,"yes"
54,"services","divorced","high.school","no","yes","no","cellular","oct","wed",487,3,2,"failure",-1.1,94.601,-49.5,1.016,4963.6,"yes"
32,"blue-collar","married","high.school","no","yes","no","cellular","may","wed",394,3,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
43,"admin.","married","university.degree","no","no","no","telephone","jun","fri",1023,3,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
54,"management","married","university.degree","unknown","no","yes","cellular","apr","mon",1817,3,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
53,"admin.","married","high.school","no","no","no","telephone","jun","tue",138,2,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
49,"technician","married","university.degree","no","yes","no","cellular","nov","thu",91,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
25,"technician","married","university.degree","no","no","yes","cellular","may","thu",136,1,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
29,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",98,2,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
33,"management","married","university.degree","no","no","no","telephone","may","mon",405,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
59,"technician","divorced","basic.4y","no","yes","no","telephone","jun","fri",135,2,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
37,"management","divorced","university.degree","no","yes","no","cellular","nov","wed",259,1,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
31,"technician","single","university.degree","no","yes","yes","cellular","nov","mon",118,2,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
29,"admin.","married","university.degree","no","no","no","cellular","nov","wed",406,3,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
53,"admin.","single","university.degree","unknown","unknown","unknown","telephone","may","fri",230,2,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
51,"unemployed","married","basic.9y","unknown","no","no","telephone","may","fri",217,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"blue-collar","married","high.school","no","yes","yes","cellular","jul","wed",70,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"unknown","single","university.degree","no","yes","yes","cellular","sep","wed",78,1,1,"failure",-3.4,92.379,-29.8,0.753,5017.5,"no"
26,"technician","single","high.school","no","no","no","cellular","jul","thu",224,2,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
48,"admin.","married","basic.6y","no","no","no","cellular","oct","tue",61,1,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
41,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",98,1,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
43,"services","married","basic.9y","unknown","no","no","telephone","may","tue",102,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
29,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",17,6,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
37,"technician","single","university.degree","no","yes","no","cellular","aug","wed",60,3,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
48,"blue-collar","married","basic.6y","unknown","no","no","cellular","apr","fri",599,2,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"blue-collar","single","basic.9y","no","no","no","telephone","jun","thu",67,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
25,"admin.","single","basic.9y","no","no","no","cellular","jul","mon",66,1,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1871,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"services","divorced","basic.9y","no","no","no","telephone","may","tue",93,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","jul","thu",129,1,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
34,"admin.","married","university.degree","no","yes","no","telephone","may","wed",93,2,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
58,"retired","married","professional.course","unknown","yes","no","cellular","jul","fri",165,2,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
34,"services","married","high.school","unknown","no","no","telephone","jun","fri",453,2,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
26,"services","married","high.school","no","yes","no","telephone","jul","tue",514,11,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
54,"admin.","married","high.school","no","no","no","telephone","may","mon",160,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"services","single","high.school","no","yes","no","cellular","jul","fri",249,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
24,"services","single","high.school","no","yes","yes","telephone","jun","mon",183,2,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"admin.","married","high.school","no","no","no","cellular","may","wed",316,1,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
60,"admin.","divorced","high.school","unknown","yes","no","cellular","may","fri",99,1,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
34,"housemaid","single","high.school","no","no","no","cellular","may","tue",351,7,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"admin.","single","high.school","no","yes","no","cellular","jul","thu",304,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"services","married","high.school","unknown","no","no","cellular","may","mon",171,2,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
31,"blue-collar","married","high.school","no","yes","no","cellular","may","wed",207,1,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
38,"entrepreneur","single","university.degree","no","no","no","cellular","aug","mon",115,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
51,"housemaid","divorced","high.school","unknown","no","no","cellular","apr","fri",145,2,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
25,"technician","single","university.degree","no","no","yes","cellular","may","mon",304,3,2,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
51,"services","single","high.school","unknown","no","no","cellular","jul","thu",171,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"services","married","unknown","no","no","no","telephone","jun","fri",9,2,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
53,"management","married","university.degree","no","yes","no","cellular","aug","wed",115,1,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
33,"admin.","divorced","high.school","no","no","no","telephone","apr","fri",392,3,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
44,"admin.","married","high.school","no","yes","no","cellular","aug","fri",111,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
58,"management","married","basic.6y","unknown","no","no","cellular","may","wed",159,2,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
31,"admin.","single","university.degree","unknown","yes","no","cellular","aug","thu",67,1,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","may","mon",109,1,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
59,"retired","married","basic.4y","no","yes","yes","cellular","aug","thu",265,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"technician","married","university.degree","no","yes","yes","cellular","may","thu",175,3,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
27,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","thu",655,1,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
40,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",117,4,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
40,"admin.","married","professional.course","unknown","no","no","cellular","jul","wed",100,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
50,"unemployed","married","basic.4y","unknown","yes","no","telephone","may","mon",272,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
50,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",304,8,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
31,"unemployed","married","university.degree","no","yes","no","cellular","aug","tue",103,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"admin.","single","unknown","unknown","yes","no","telephone","may","thu",122,2,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
38,"unemployed","divorced","high.school","no","no","no","telephone","jul","thu",10,1,0,"nonexistent",-1.7,94.215,-40.3,0.782,4991.6,"no"
52,"blue-collar","divorced","high.school","no","no","no","telephone","jun","wed",18,5,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
39,"services","married","high.school","unknown","no","no","telephone","may","tue",218,4,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",466,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"self-employed","single","professional.course","no","yes","no","cellular","may","fri",76,2,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
32,"services","single","high.school","no","unknown","unknown","cellular","may","wed",363,1,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
27,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",151,3,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099.1,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",513,4,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
53,"unemployed","divorced","basic.9y","unknown","no","no","telephone","may","thu",215,2,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
28,"services","married","high.school","no","no","yes","cellular","jul","tue",378,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
44,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","tue",247,3,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
57,"admin.","divorced","unknown","unknown","no","no","telephone","jun","tue",28,19,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
32,"blue-collar","single","high.school","no","no","no","cellular","apr","fri",151,4,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
58,"services","married","basic.4y","no","unknown","unknown","telephone","jun","fri",250,1,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
30,"technician","married","university.degree","no","no","no","cellular","jun","mon",108,1,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
41,"services","married","basic.9y","no","yes","no","telephone","jun","wed",147,1,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
44,"management","married","high.school","no","yes","no","telephone","may","fri",409,3,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"services","married","high.school","no","no","no","cellular","nov","tue",107,1,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
53,"services","married","high.school","no","yes","no","telephone","may","wed",9,9,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
35,"self-employed","single","university.degree","no","no","no","cellular","may","fri",1243,2,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
32,"services","married","high.school","no","yes","no","cellular","nov","tue",105,1,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
43,"technician","divorced","professional.course","no","yes","no","cellular","jul","thu",87,3,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
37,"admin.","single","high.school","no","yes","no","telephone","may","fri",26,6,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
42,"self-employed","married","university.degree","no","yes","no","cellular","apr","thu",290,2,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,"no"
30,"blue-collar","married","basic.6y","no","yes","yes","telephone","jul","wed",329,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"admin.","single","university.degree","no","yes","yes","cellular","nov","thu",208,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
47,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",333,1,1,"failure",-1.1,94.601,-49.5,1,4963.6,"no"
35,"unemployed","single","basic.6y","unknown","yes","no","cellular","nov","tue",51,1,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
51,"admin.","married","high.school","no","no","no","cellular","nov","tue",132,1,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
45,"entrepreneur","divorced","basic.9y","no","yes","yes","cellular","may","tue",17,3,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
58,"services","married","high.school","no","no","no","cellular","mar","mon",135,1,2,"failure",-1.8,93.369,-34.8,0.635,5008.7,"no"
30,"admin.","married","high.school","no","yes","no","telephone","may","mon",434,4,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"services","single","professional.course","unknown","unknown","unknown","telephone","may","tue",271,2,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
45,"services","married","professional.course","no","yes","no","cellular","jul","mon",19,23,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"self-employed","married","university.degree","no","no","no","cellular","nov","thu",40,3,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
58,"retired","divorced","basic.4y","unknown","yes","no","cellular","jul","mon",362,5,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"blue-collar","single","high.school","no","yes","no","cellular","nov","thu",294,2,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
30,"services","married","university.degree","no","yes","no","telephone","may","wed",51,3,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
